status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,path
0,0.0106,0.006847,0.003423,6324,flanders,889e300d,bash,d685a43c,benchmarks/testdata/t4014-format-patch.sh
0,0.0155,0.015123,0.0,6440,flanders,889e300d,bash,d685a43c,benchmarks/testdata/functions
0,0.0196,0.015394999999999999,0.003848,6328,flanders,889e300d,bash,d685a43c,benchmarks/testdata/configure-helper.sh
0,0.0212,0.016588,0.004147,6444,flanders,889e300d,bash,d685a43c,benchmarks/testdata/abuild
0,0.0182,0.017724,0.0,6440,flanders,889e300d,bash,d685a43c,benchmarks/testdata/Build.sh
0,0.0141,0.010298,0.0034319999999999997,6440,flanders,889e300d,bash,d685a43c,benchmarks/testdata/t9300-fast-import.sh
0,0.0414,0.041014999999999996,0.0,6324,flanders,889e300d,bash,d685a43c,benchmarks/testdata/test-cmd-util.sh
0,0.0442,0.039846,0.003984,6408,flanders,889e300d,bash,d685a43c,benchmarks/testdata/ltmain.sh
0,0.0818,0.077308,0.004068,6272,flanders,889e300d,bash,d685a43c,benchmarks/testdata/configure
0,0.2078,0.20723999999999998,0.0,6440,flanders,889e300d,bash,d685a43c,benchmarks/testdata/configure-coreutils
0,0.0040,0.0036119999999999998,0.0,6272,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/t4014-format-patch.sh
0,0.0048,0.004391,0.0,6324,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/functions
2,0.0023,0.001942,0.0,6264,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/configure-helper.sh
0,0.0061,0.002853,0.002853,6324,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/abuild
0,0.0052,0.0,0.004816,6268,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/Build.sh
0,0.0047,0.0,0.004307,6272,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/t9300-fast-import.sh
2,0.0025,0.0,0.0021219999999999998,6268,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/test-cmd-util.sh
0,0.0151,0.014686999999999999,0.0,6268,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/ltmain.sh
0,0.0174,0.016999,0.0,6328,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/configure
0,0.0367,0.036233,0.0,6460,flanders,889e300d,dash,2887d9e6,benchmarks/testdata/configure-coreutils
0,0.0055,0.0,0.005095,6328,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/t4014-format-patch.sh
0,0.0125,0.012057,0.0,6392,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/functions
1,0.0101,0.009738,0.0,6440,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/configure-helper.sh
0,0.0126,0.012190999999999999,0.0,6272,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/abuild
0,0.0098,0.006261999999999999,0.0031309999999999997,6460,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/Build.sh
0,0.0086,0.004098,0.004098,6444,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/t9300-fast-import.sh
1,0.0146,0.014247999999999999,0.0,6260,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/test-cmd-util.sh
0,0.0309,0.026691,0.003813,6276,flanders,889e300d,mksh,ae7d165b,benchmarks/testdata/ltmain.sh
