status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.399607	0.373319	0.024201	48316	bash	36833674	benchmarks/testdata/t4014-format-patch.sh	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__t4014-format-patch.sh.txt
0	0.448380	0.418296	0.029958	48308	bash	36833674	benchmarks/testdata/functions	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__functions.txt
0	0.472679	0.444210	0.016106	48316	bash	36833674	benchmarks/testdata/configure-helper.sh	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__configure-helper.sh.txt
0	0.491624	0.470890	0.020423	48316	bash	36833674	benchmarks/testdata/abuild	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__abuild.txt
0	0.452381	0.431763	0.020410	48316	bash	36833674	benchmarks/testdata/Build.sh	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__Build.sh.txt
0	0.398473	0.373462	0.024791	48316	bash	36833674	benchmarks/testdata/t9300-fast-import.sh	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__t9300-fast-import.sh.txt
0	0.646640	0.611154	0.033750	48312	bash	36833674	benchmarks/testdata/test-cmd-util.sh	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__test-cmd-util.sh.txt
0	0.681744	0.657243	0.023942	48308	bash	36833674	benchmarks/testdata/ltmain.sh	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__ltmain.sh.txt
0	1.001946	0.979868	0.021949	48304	bash	36833674	benchmarks/testdata/configure	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__configure.txt
0	2.102259	2.073862	0.028153	48320	bash	36833674	benchmarks/testdata/configure-coreutils	hoover.2025-06-21__18-50-44.cachegrind/bash-36833674__configure-coreutils.txt
0	0.263387	0.251081	0.012207	47384	dash	cea41b3e	benchmarks/testdata/t4014-format-patch.sh	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__t4014-format-patch.sh.txt
0	0.289633	0.269352	0.019762	47368	dash	cea41b3e	benchmarks/testdata/functions	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__functions.txt
2	0.247423	0.227356	0.020053	47384	dash	cea41b3e	benchmarks/testdata/configure-helper.sh	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__configure-helper.sh.txt
0	0.294859	0.266886	0.028002	47384	dash	cea41b3e	benchmarks/testdata/abuild	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__abuild.txt
0	0.295885	0.283837	0.011973	47388	dash	cea41b3e	benchmarks/testdata/Build.sh	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__Build.sh.txt
0	0.265303	0.247275	0.017731	47388	dash	cea41b3e	benchmarks/testdata/t9300-fast-import.sh	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__t9300-fast-import.sh.txt
2	0.251318	0.231113	0.020125	47384	dash	cea41b3e	benchmarks/testdata/test-cmd-util.sh	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__test-cmd-util.sh.txt
0	0.360850	0.334488	0.025811	47372	dash	cea41b3e	benchmarks/testdata/ltmain.sh	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__ltmain.sh.txt
0	0.474872	0.462215	0.012203	47372	dash	cea41b3e	benchmarks/testdata/configure	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__configure.txt
0	0.843815	0.831470	0.012009	47384	dash	cea41b3e	benchmarks/testdata/configure-coreutils	hoover.2025-06-21__18-50-44.cachegrind/dash-cea41b3e__configure-coreutils.txt
0	0.352057	0.310864	0.031970	47376	mksh	5acb0439	benchmarks/testdata/t4014-format-patch.sh	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__t4014-format-patch.sh.txt
0	0.401453	0.383502	0.017847	47356	mksh	5acb0439	benchmarks/testdata/functions	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__functions.txt
1	0.413492	0.391374	0.020875	47372	mksh	5acb0439	benchmarks/testdata/configure-helper.sh	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__configure-helper.sh.txt
0	0.452703	0.430780	0.021971	47380	mksh	5acb0439	benchmarks/testdata/abuild	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__abuild.txt
0	0.403883	0.395625	0.007585	47380	mksh	5acb0439	benchmarks/testdata/Build.sh	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__Build.sh.txt
0	0.341282	0.332410	0.008620	47380	mksh	5acb0439	benchmarks/testdata/t9300-fast-import.sh	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__t9300-fast-import.sh.txt
1	0.412795	0.382797	0.029241	47372	mksh	5acb0439	benchmarks/testdata/test-cmd-util.sh	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__test-cmd-util.sh.txt
0	0.617133	0.596833	0.011802	47364	mksh	5acb0439	benchmarks/testdata/ltmain.sh	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__ltmain.sh.txt
0	0.986693	0.974145	0.012509	47360	mksh	5acb0439	benchmarks/testdata/configure	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__configure.txt
0	2.216810	2.183868	0.032679	47376	mksh	5acb0439	benchmarks/testdata/configure-coreutils	hoover.2025-06-21__18-50-44.cachegrind/mksh-5acb0439__configure-coreutils.txt
0	1.271145	1.207642	0.040492	62988	osh	29bb39fa	benchmarks/testdata/t4014-format-patch.sh	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__t4014-format-patch.sh.txt
0	1.424542	1.400853	0.023744	65812	osh	29bb39fa	benchmarks/testdata/functions	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__functions.txt
0	1.411020	1.377906	0.033018	66052	osh	29bb39fa	benchmarks/testdata/configure-helper.sh	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__configure-helper.sh.txt
0	1.561185	1.527333	0.028742	66132	osh	29bb39fa	benchmarks/testdata/abuild	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__abuild.txt
0	1.439832	1.403151	0.036617	65968	osh	29bb39fa	benchmarks/testdata/Build.sh	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__Build.sh.txt
0	1.196071	1.163721	0.032182	62756	osh	29bb39fa	benchmarks/testdata/t9300-fast-import.sh	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__t9300-fast-import.sh.txt
0	1.956975	1.936365	0.020580	70016	osh	29bb39fa	benchmarks/testdata/test-cmd-util.sh	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__test-cmd-util.sh.txt
0	2.013215	1.972430	0.040493	73084	osh	29bb39fa	benchmarks/testdata/ltmain.sh	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__ltmain.sh.txt
0	2.994566	2.972165	0.021289	78520	osh	29bb39fa	benchmarks/testdata/configure	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__configure.txt
0	6.425557	6.380271	0.044143	106472	osh	29bb39fa	benchmarks/testdata/configure-coreutils	hoover.2025-06-21__18-50-44.cachegrind/osh-29bb39fa__configure-coreutils.txt
