0	0.562191	0.532688	0.021971	35536	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.657689	0.617821	0.040139	35576	bash	9af8f89f	benchmarks/testdata/functions	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__functions.txt
0	0.762826	0.723166	0.040022	35536	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.693823	0.673825	0.020357	35572	bash	9af8f89f	benchmarks/testdata/abuild	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__abuild.txt
0	0.707715	0.687913	0.020153	35576	bash	9af8f89f	benchmarks/testdata/Build.sh	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.667752	0.643632	0.024407	35536	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.255893	1.239754	0.016499	35576	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.350773	1.335056	0.016008	35576	bash	9af8f89f	benchmarks/testdata/ltmain.sh	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	2.614222	2.562815	0.035950	35580	bash	9af8f89f	benchmarks/testdata/configure	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__configure.txt
0	5.240464	5.216184	0.024410	35536	bash	9af8f89f	benchmarks/testdata/configure-coreutils	no-host.2022-12-29__19-48-29.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.341087	0.297077	0.044299	35068	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.369581	0.347994	0.021886	35100	dash	9ff48631	benchmarks/testdata/functions	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__functions.txt
2	0.326696	0.299220	0.027765	35064	dash	9ff48631	benchmarks/testdata/configure-helper.sh	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.344365	0.328343	0.016410	35096	dash	9ff48631	benchmarks/testdata/abuild	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__abuild.txt
0	0.379449	0.326541	0.020275	35100	dash	9ff48631	benchmarks/testdata/Build.sh	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__Build.sh.txt
0	0.353187	0.337567	0.015939	35068	dash	9ff48631	benchmarks/testdata/t9300-fast-import.sh	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__t9300-fast-import.sh.txt
2	0.298137	0.277713	0.020712	35096	dash	9ff48631	benchmarks/testdata/test-cmd-util.sh	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__test-cmd-util.sh.txt
0	0.421100	0.405423	0.015965	35100	dash	9ff48631	benchmarks/testdata/ltmain.sh	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__ltmain.sh.txt
0	0.616549	0.592592	0.024261	35100	dash	9ff48631	benchmarks/testdata/configure	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__configure.txt
0	1.078225	1.056417	0.016030	35064	dash	9ff48631	benchmarks/testdata/configure-coreutils	no-host.2022-12-29__19-48-29.cachegrind/dash-9ff48631__configure-coreutils.txt
0	0.434575	0.404928	0.029953	35040	mksh	e3755400	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__t4014-format-patch.sh.txt
0	0.555461	0.540386	0.012228	35080	mksh	e3755400	benchmarks/testdata/functions	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__functions.txt
1	0.553507	0.521273	0.032620	35040	mksh	e3755400	benchmarks/testdata/configure-helper.sh	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__configure-helper.sh.txt
0	0.642693	0.590254	0.020132	35076	mksh	e3755400	benchmarks/testdata/abuild	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__abuild.txt
0	0.553237	0.526581	0.023815	35080	mksh	e3755400	benchmarks/testdata/Build.sh	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__Build.sh.txt
0	0.475970	0.446513	0.020428	35040	mksh	e3755400	benchmarks/testdata/t9300-fast-import.sh	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__t9300-fast-import.sh.txt
1	0.508775	0.477133	0.031908	35076	mksh	e3755400	benchmarks/testdata/test-cmd-util.sh	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__test-cmd-util.sh.txt
0	0.874053	0.857866	0.016454	35080	mksh	e3755400	benchmarks/testdata/ltmain.sh	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__ltmain.sh.txt
0	1.308218	1.284159	0.024352	35080	mksh	e3755400	benchmarks/testdata/configure	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__configure.txt
0	3.220953	3.181198	0.039985	35040	mksh	e3755400	benchmarks/testdata/configure-coreutils	no-host.2022-12-29__19-48-29.cachegrind/mksh-e3755400__configure-coreutils.txt
0	0.851900	0.831767	0.020459	38612	osh_eval.stripped	30cde83a	benchmarks/testdata/t4014-format-patch.sh	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__t4014-format-patch.sh.txt
0	1.200365	1.184207	0.016421	42248	osh_eval.stripped	30cde83a	benchmarks/testdata/functions	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__functions.txt
0	1.516536	1.472420	0.044438	45416	osh_eval.stripped	30cde83a	benchmarks/testdata/configure-helper.sh	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__configure-helper.sh.txt
0	2.133645	2.104011	0.029896	46192	osh_eval.stripped	30cde83a	benchmarks/testdata/abuild	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__abuild.txt
0	1.621216	1.585550	0.035983	45532	osh_eval.stripped	30cde83a	benchmarks/testdata/Build.sh	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__Build.sh.txt
0	0.778333	0.754633	0.024007	38156	osh_eval.stripped	30cde83a	benchmarks/testdata/t9300-fast-import.sh	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__t9300-fast-import.sh.txt
0	3.688652	3.652712	0.035987	54340	osh_eval.stripped	30cde83a	benchmarks/testdata/test-cmd-util.sh	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__test-cmd-util.sh.txt
0	3.931095	3.883037	0.048367	61984	osh_eval.stripped	30cde83a	benchmarks/testdata/ltmain.sh	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__ltmain.sh.txt
0	8.843978	8.812244	0.032006	76624	osh_eval.stripped	30cde83a	benchmarks/testdata/configure	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__configure.txt
0	27.725947	27.417815	0.152213	164656	osh_eval.stripped	30cde83a	benchmarks/testdata/configure-coreutils	no-host.2022-12-29__19-48-29.cachegrind/osh_eval.stripped-30cde83a__configure-coreutils.txt
