status,elapsed_secs,host_name,host_hash,shell_name,shell_hash,path
0,0.0053,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/build.sh
0,0.0034,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/t4014-format-patch.sh
0,0.0056,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/functions
0,0.0054,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/configure-helper.sh
0,0.0059,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/abuild
0,0.0047,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/Build.sh
0,0.0049,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/t9300-fast-import.sh
0,0.0193,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/test-cmd-util.sh
0,0.0190,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/ltmain.sh
0,0.0404,lisa,8cad9f6e,bash,d685a43c,benchmarks/testdata/configure
0,0.0014,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/build.sh
0,0.0014,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/t4014-format-patch.sh
0,0.0014,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/functions
2,0.0009,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/configure-helper.sh
0,0.0018,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/abuild
0,0.0016,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/Build.sh
0,0.0011,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/t9300-fast-import.sh
2,0.0011,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/test-cmd-util.sh
0,0.0034,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/ltmain.sh
0,0.0081,lisa,8cad9f6e,dash,2887d9e6,benchmarks/testdata/configure
0,0.0026,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/build.sh
0,0.0017,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/t4014-format-patch.sh
0,0.0032,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/functions
1,0.0033,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/configure-helper.sh
0,0.0041,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/abuild
0,0.0032,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/Build.sh
0,0.0020,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/t9300-fast-import.sh
1,0.0037,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/test-cmd-util.sh
0,0.0119,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/ltmain.sh
0,0.0263,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/configure
0,0.0080,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/build.sh
0,0.0348,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/t4014-format-patch.sh
0,0.0083,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/functions
0,0.0147,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/configure-helper.sh
0,0.0122,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/abuild
0,0.0302,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/Build.sh
0,0.0406,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/t9300-fast-import.sh
0,0.0370,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/test-cmd-util.sh
0,0.0454,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/ltmain.sh
0,0.1125,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/configure
0,0.6836,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/build.sh
0,0.3379,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/t4014-format-patch.sh
0,0.9071,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/functions
0,1.1446,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/configure-helper.sh
0,1.5338,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/abuild
0,1.0542,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/Build.sh
0,0.2515,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/t9300-fast-import.sh
0,3.3614,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/test-cmd-util.sh
0,3.6909,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/ltmain.sh
0,8.6127,lisa,8cad9f6e,osh,46adeec2,benchmarks/testdata/configure
0,0.6749,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/build.sh
0,0.3039,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/t4014-format-patch.sh
0,0.8930,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/functions
0,1.1461,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/configure-helper.sh
0,1.5815,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/abuild
0,1.1207,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/Build.sh
0,0.2363,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/t9300-fast-import.sh
0,3.9398,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/test-cmd-util.sh
0,3.8180,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/ltmain.sh
0,8.9956,lisa,8cad9f6e,osh,3e55a710,benchmarks/testdata/configure
