status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,path
0,0.003115,0.003093,0.000000,3164,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/t4014-format-patch.sh
0,0.004077,0.004059,0.000000,3144,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/functions
0,0.007412,0.007399,0.000000,3188,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/configure-helper.sh
0,0.007596,0.007594,0.000000,3164,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/abuild
0,0.004202,0.004177,0.000000,3128,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/Build.sh
0,0.004814,0.004796,0.000000,3180,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/t9300-fast-import.sh
0,0.017120,0.017120,0.000000,3268,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/test-cmd-util.sh
0,0.021547,0.014351,0.007175,4236,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/ltmain.sh
0,0.037903,0.037905,0.000000,3820,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/configure
0,0.080209,0.080183,0.000000,3416,lisa,59823a5d,bash,d685a43c,benchmarks/testdata/configure-coreutils
0,0.000696,0.000677,0.000000,1436,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/t4014-format-patch.sh
0,0.001499,0.001492,0.000000,1624,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/functions
2,0.000415,0.000410,0.000000,1616,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/configure-helper.sh
0,0.001859,0.001855,0.000000,1464,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/abuild
0,0.001255,0.000000,0.001248,1544,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/Build.sh
0,0.000823,0.000802,0.000000,1608,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/t9300-fast-import.sh
2,0.000509,0.000507,0.000000,1452,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/test-cmd-util.sh
0,0.003716,0.003703,0.000000,2080,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/ltmain.sh
0,0.007784,0.007440,0.000000,2180,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/configure
0,0.020500,0.020442,0.000000,1652,lisa,59823a5d,dash,2887d9e6,benchmarks/testdata/configure-coreutils
