status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.559429	0.535277	0.024709	35604	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.609602	0.593244	0.016561	35604	bash	9af8f89f	benchmarks/testdata/functions	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__functions.txt
0	0.706748	0.695153	0.011996	35604	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.702353	0.674699	0.028156	35600	bash	9af8f89f	benchmarks/testdata/abuild	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__abuild.txt
0	0.685073	0.665035	0.020397	35604	bash	9af8f89f	benchmarks/testdata/Build.sh	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.661154	0.640866	0.020716	35604	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.393566	1.373623	0.020296	35600	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.472333	1.448568	0.024418	35600	bash	9af8f89f	benchmarks/testdata/ltmain.sh	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	2.397699	2.381598	0.016507	35604	bash	9af8f89f	benchmarks/testdata/configure	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__configure.txt
0	6.262629	6.224826	0.038012	35600	bash	9af8f89f	benchmarks/testdata/configure-coreutils	lenny.2023-09-13__01-29-50.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.320174	0.304518	0.016052	35076	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.337046	0.313572	0.023880	35076	dash	9ff48631	benchmarks/testdata/functions	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__functions.txt
2	0.297674	0.285931	0.011967	35072	dash	9ff48631	benchmarks/testdata/configure-helper.sh	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.404322	0.351941	0.019816	35076	dash	9ff48631	benchmarks/testdata/abuild	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__abuild.txt
0	0.355959	0.328286	0.027757	35076	dash	9ff48631	benchmarks/testdata/Build.sh	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__Build.sh.txt
0	0.329391	0.312979	0.016774	35076	dash	9ff48631	benchmarks/testdata/t9300-fast-import.sh	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__t9300-fast-import.sh.txt
2	0.315658	0.291706	0.024353	35080	dash	9ff48631	benchmarks/testdata/test-cmd-util.sh	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__test-cmd-util.sh.txt
0	0.447750	0.424056	0.024035	35076	dash	9ff48631	benchmarks/testdata/ltmain.sh	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__ltmain.sh.txt
0	0.591678	0.559979	0.032040	35080	dash	9ff48631	benchmarks/testdata/configure	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__configure.txt
0	1.116811	1.089249	0.027954	35076	dash	9ff48631	benchmarks/testdata/configure-coreutils	lenny.2023-09-13__01-29-50.cachegrind/dash-9ff48631__configure-coreutils.txt
0	0.411515	0.395642	0.016378	35048	mksh	e3755400	benchmarks/testdata/t4014-format-patch.sh	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__t4014-format-patch.sh.txt
0	0.526375	0.494625	0.032366	35048	mksh	e3755400	benchmarks/testdata/functions	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__functions.txt
1	0.514994	0.495045	0.020304	35044	mksh	e3755400	benchmarks/testdata/configure-helper.sh	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__configure-helper.sh.txt
0	0.571484	0.561887	0.009993	35048	mksh	e3755400	benchmarks/testdata/abuild	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__abuild.txt
0	0.526502	0.494888	0.032030	35048	mksh	e3755400	benchmarks/testdata/Build.sh	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__Build.sh.txt
0	0.428493	0.412302	0.016606	35048	mksh	e3755400	benchmarks/testdata/t9300-fast-import.sh	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__t9300-fast-import.sh.txt
1	0.519947	0.494157	0.026160	35048	mksh	e3755400	benchmarks/testdata/test-cmd-util.sh	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__test-cmd-util.sh.txt
0	0.864080	0.847976	0.016414	35044	mksh	e3755400	benchmarks/testdata/ltmain.sh	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__ltmain.sh.txt
0	1.557118	1.525687	0.031953	35048	mksh	e3755400	benchmarks/testdata/configure	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__configure.txt
0	3.371843	3.335745	0.036379	35048	mksh	e3755400	benchmarks/testdata/configure-coreutils	lenny.2023-09-13__01-29-50.cachegrind/mksh-e3755400__configure-coreutils.txt
0	1.391511	1.343810	0.048012	48080	osh	4dab5cf8	benchmarks/testdata/t4014-format-patch.sh	lenny.2023-09-13__01-29-50.cachegrind/osh-4dab5cf8__t4014-format-patch.sh.txt
0	1.713883	1.682175	0.032297	49616	osh	4dab5cf8	benchmarks/testdata/functions	lenny.2023-09-13__01-29-50.cachegrind/osh-4dab5cf8__functions.txt
0	1.591321	1.555426	0.036255	49976	osh	4dab5cf8	benchmarks/testdata/configure-helper.sh	lenny.2023-09-13__01-29-50.cachegrind/osh-4dab5cf8__configure-helper.sh.txt
0	1.776687	1.748564	0.028202	51148	osh	4dab5cf8	benchmarks/testdata/abuild	lenny.2023-09-13__01-29-50.cachegrind/osh-4dab5cf8__abuild.txt
0	1.655112	1.635442	0.019999	50084	osh	4dab5cf8	benchmarks/testdata/Build.sh	lenny.2023-09-13__01-29-50.cachegrind/osh-4dab5cf8__Build.sh.txt
0	1.368865	1.336819	0.032370	47612	osh	4dab5cf8	benchmarks/testdata/t9300-fast-import.sh	lenny.2023-09-13__01-29-50.cachegrind/osh-4dab5cf8__t9300-fast-import.sh.txt
