status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.714703	0.674090	0.040321	37780	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.814906	0.763753	0.051822	37780	bash	9af8f89f	benchmarks/testdata/functions	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__functions.txt
0	0.908432	0.864395	0.044619	37780	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.902495	0.862238	0.040945	37780	bash	9af8f89f	benchmarks/testdata/abuild	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__abuild.txt
0	0.846509	0.799892	0.047139	37780	bash	9af8f89f	benchmarks/testdata/Build.sh	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.801518	0.780448	0.021373	37780	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.688460	1.637215	0.051752	37780	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.798508	1.756941	0.042180	37780	bash	9af8f89f	benchmarks/testdata/ltmain.sh	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	3.096131	3.058661	0.038172	37784	bash	9af8f89f	benchmarks/testdata/configure	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__configure.txt
0	6.970150	6.942932	0.027880	37776	bash	9af8f89f	benchmarks/testdata/configure-coreutils	no-host.2021-10-04__22-26-57.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.451492	0.438488	0.013743	37320	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.501161	0.453374	0.048383	37324	dash	9ff48631	benchmarks/testdata/functions	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__functions.txt
2	0.427476	0.378811	0.049440	37320	dash	9ff48631	benchmarks/testdata/configure-helper.sh	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.500980	0.458939	0.042830	37324	dash	9ff48631	benchmarks/testdata/abuild	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__abuild.txt
0	0.474824	0.455651	0.019845	37320	dash	9ff48631	benchmarks/testdata/Build.sh	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__Build.sh.txt
0	0.445394	0.408896	0.036956	37324	dash	9ff48631	benchmarks/testdata/t9300-fast-import.sh	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__t9300-fast-import.sh.txt
2	0.432135	0.386819	0.046004	37328	dash	9ff48631	benchmarks/testdata/test-cmd-util.sh	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__test-cmd-util.sh.txt
0	0.587509	0.572281	0.015915	37324	dash	9ff48631	benchmarks/testdata/ltmain.sh	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__ltmain.sh.txt
0	0.768584	0.739802	0.029231	37320	dash	9ff48631	benchmarks/testdata/configure	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__configure.txt
0	1.265783	1.230444	0.036097	37324	dash	9ff48631	benchmarks/testdata/configure-coreutils	no-host.2021-10-04__22-26-57.cachegrind/dash-9ff48631__configure-coreutils.txt
0	0.575051	0.549449	0.026308	37300	mksh	e3755400	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__t4014-format-patch.sh.txt
0	0.709888	0.689353	0.021169	37300	mksh	e3755400	benchmarks/testdata/functions	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__functions.txt
1	0.700265	0.668877	0.032026	37300	mksh	e3755400	benchmarks/testdata/configure-helper.sh	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__configure-helper.sh.txt
0	0.753032	0.733512	0.019997	37300	mksh	e3755400	benchmarks/testdata/abuild	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__abuild.txt
0	0.715852	0.673195	0.043087	37300	mksh	e3755400	benchmarks/testdata/Build.sh	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__Build.sh.txt
0	0.593592	0.552550	0.041639	37296	mksh	e3755400	benchmarks/testdata/t9300-fast-import.sh	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__t9300-fast-import.sh.txt
1	0.741389	0.703820	0.038175	37300	mksh	e3755400	benchmarks/testdata/test-cmd-util.sh	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__test-cmd-util.sh.txt
0	1.099664	1.066905	0.033384	37296	mksh	e3755400	benchmarks/testdata/ltmain.sh	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__ltmain.sh.txt
0	1.814213	1.773761	0.041106	37300	mksh	e3755400	benchmarks/testdata/configure	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__configure.txt
0	4.236946	4.208942	0.028544	37300	mksh	e3755400	benchmarks/testdata/configure-coreutils	no-host.2021-10-04__22-26-57.cachegrind/mksh-e3755400__configure-coreutils.txt
0	1.319189	1.270410	0.049442	45580	osh_eval.opt.stripped	145143a1	benchmarks/testdata/t4014-format-patch.sh	no-host.2021-10-04__22-26-57.cachegrind/osh_eval.opt.stripped-145143a1__t4014-format-patch.sh.txt
0	1.602493	1.534008	0.069118	48376	osh_eval.opt.stripped	145143a1	benchmarks/testdata/functions	no-host.2021-10-04__22-26-57.cachegrind/osh_eval.opt.stripped-145143a1__functions.txt
0	1.621240	1.589587	0.032333	48700	osh_eval.opt.stripped	145143a1	benchmarks/testdata/configure-helper.sh	no-host.2021-10-04__22-26-57.cachegrind/osh_eval.opt.stripped-145143a1__configure-helper.sh.txt
0	1.807352	1.763826	0.044096	50328	osh_eval.opt.stripped	145143a1	benchmarks/testdata/abuild	no-host.2021-10-04__22-26-57.cachegrind/osh_eval.opt.stripped-145143a1__abuild.txt
