status,elapsed_secs,user_secs,sys_secs,max_rss_KiB,host_name,host_hash,shell_name,shell_hash,path
0,0.001549,0.000000,0.001480,3372,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/t4014-format-patch.sh
0,0.002283,0.002174,0.000000,3372,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/functions
0,0.002686,0.002601,0.000000,3384,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/configure-helper.sh
0,0.003278,0.003305,0.000000,3472,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/abuild
0,0.002583,0.002508,0.000000,3468,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/Build.sh
0,0.001779,0.001690,0.000000,3412,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/t9300-fast-import.sh
0,0.006019,0.005942,0.000000,3708,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/test-cmd-util.sh
0,0.007125,0.007055,0.000000,4424,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/ltmain.sh
0,0.013402,0.013327,0.000000,4060,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/configure
0,0.038960,0.033804,0.003756,3708,hoover,94601b4f,bash,0d42a1ee,benchmarks/testdata/configure-coreutils
0,0.000888,0.000821,0.000000,1652,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/t4014-format-patch.sh
0,0.001105,0.001020,0.000000,1736,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/functions
2,0.000680,0.000601,0.000000,1656,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/configure-helper.sh
0,0.001358,0.001306,0.000000,1704,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/abuild
0,0.001521,0.001261,0.000000,1740,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/Build.sh
0,0.000882,0.000823,0.000000,1668,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/t9300-fast-import.sh
2,0.000719,0.000696,0.000000,1596,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/test-cmd-util.sh
0,0.003465,0.003448,0.000000,2168,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/ltmain.sh
0,0.006021,0.005930,0.000000,2412,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/configure
0,0.015296,0.015224,0.000000,1796,hoover,94601b4f,dash,d40a0412,benchmarks/testdata/configure-coreutils
0,0.001403,0.001311,0.000000,2212,hoover,94601b4f,mksh,84e6599c,benchmarks/testdata/t4014-format-patch.sh
0,0.002160,0.002044,0.000000,2248,hoover,94601b4f,mksh,84e6599c,benchmarks/testdata/functions
1,0.003743,0.003673,0.000000,2476,hoover,94601b4f,mksh,84e6599c,benchmarks/testdata/configure-helper.sh
0,0.003095,0.000000,0.003099,2312,hoover,94601b4f,mksh,84e6599c,benchmarks/testdata/abuild
0,0.002993,0.002986,0.000000,2476,hoover,94601b4f,mksh,84e6599c,benchmarks/testdata/Build.sh
