status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.592334	0.572254	0.020092	35604	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.712895	0.692950	0.020408	35640	bash	9af8f89f	benchmarks/testdata/functions	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__functions.txt
0	0.789385	0.773398	0.016387	35604	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.815641	0.795313	0.016291	35640	bash	9af8f89f	benchmarks/testdata/abuild	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__abuild.txt
0	0.729272	0.697702	0.031931	35640	bash	9af8f89f	benchmarks/testdata/Build.sh	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.702237	0.682702	0.019960	35604	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.478211	1.442397	0.027828	35636	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.594561	1.566049	0.020020	35640	bash	9af8f89f	benchmarks/testdata/ltmain.sh	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	2.540593	2.512606	0.028441	35644	bash	9af8f89f	benchmarks/testdata/configure	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__configure.txt
0	6.287219	6.275418	0.012191	35608	bash	9af8f89f	benchmarks/testdata/configure-coreutils	lenny.2023-06-05__13-34-59.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.331751	0.314062	0.018048	35076	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.382809	0.367249	0.015991	35108	dash	9ff48631	benchmarks/testdata/functions	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__functions.txt
2	0.329035	0.313253	0.016171	35080	dash	9ff48631	benchmarks/testdata/configure-helper.sh	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.396164	0.374583	0.019916	35108	dash	9ff48631	benchmarks/testdata/abuild	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__abuild.txt
0	0.371002	0.347476	0.023977	35108	dash	9ff48631	benchmarks/testdata/Build.sh	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__Build.sh.txt
0	0.348336	0.335938	0.012735	35076	dash	9ff48631	benchmarks/testdata/t9300-fast-import.sh	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__t9300-fast-import.sh.txt
2	0.305996	0.298367	0.008069	35108	dash	9ff48631	benchmarks/testdata/test-cmd-util.sh	lenny.2023-06-05__13-34-59.cachegrind/dash-9ff48631__test-cmd-util.sh.txt
