status	elapsed_secs	user_secs	sys_secs	max_rss_KiB	shell_name	shell_hash	path	cachegrind_out_path
0	0.622182	0.572742	0.050185	35604	bash	9af8f89f	benchmarks/testdata/t4014-format-patch.sh	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__t4014-format-patch.sh.txt
0	0.684034	0.676019	0.008372	35604	bash	9af8f89f	benchmarks/testdata/functions	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__functions.txt
0	0.741057	0.717289	0.024053	35604	bash	9af8f89f	benchmarks/testdata/configure-helper.sh	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__configure-helper.sh.txt
0	0.845061	0.817297	0.028298	35604	bash	9af8f89f	benchmarks/testdata/abuild	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__abuild.txt
0	0.708705	0.664761	0.036438	35600	bash	9af8f89f	benchmarks/testdata/Build.sh	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__Build.sh.txt
0	0.663338	0.623720	0.040032	35604	bash	9af8f89f	benchmarks/testdata/t9300-fast-import.sh	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__t9300-fast-import.sh.txt
0	1.406477	1.382574	0.024423	35604	bash	9af8f89f	benchmarks/testdata/test-cmd-util.sh	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__test-cmd-util.sh.txt
0	1.574039	1.554218	0.020273	35600	bash	9af8f89f	benchmarks/testdata/ltmain.sh	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__ltmain.sh.txt
0	2.546950	2.514988	0.032350	35600	bash	9af8f89f	benchmarks/testdata/configure	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__configure.txt
0	6.077016	6.048819	0.028505	35604	bash	9af8f89f	benchmarks/testdata/configure-coreutils	lenny.2024-05-31__01-08-30.cachegrind/bash-9af8f89f__configure-coreutils.txt
0	0.340199	0.318470	0.022178	35076	dash	9ff48631	benchmarks/testdata/t4014-format-patch.sh	lenny.2024-05-31__01-08-30.cachegrind/dash-9ff48631__t4014-format-patch.sh.txt
0	0.399659	0.368309	0.031767	35076	dash	9ff48631	benchmarks/testdata/functions	lenny.2024-05-31__01-08-30.cachegrind/dash-9ff48631__functions.txt
2	0.310661	0.294266	0.016787	35076	dash	9ff48631	benchmarks/testdata/configure-helper.sh	lenny.2024-05-31__01-08-30.cachegrind/dash-9ff48631__configure-helper.sh.txt
0	0.353728	0.346153	0.007969	35076	dash	9ff48631	benchmarks/testdata/abuild	lenny.2024-05-31__01-08-30.cachegrind/dash-9ff48631__abuild.txt
